504,52.0
2573.2434,-3464.3506,62.5312,226.2130
2573.4690,-3594.0945,62.5307,318.1586
2704.0591,-3595.3171,62.5337,46.7594
2703.5010,-3464.5745,62.5407,133.2042
2572.6860,-3511.7710,62.5212,268.7049
2572.7310,-3547.3108,62.5212,271.0519
2620.9980,-3596.6099,62.5212,0.1285
2656.3557,-3595.7146,62.5218,0.2089
2705.1338,-3546.8113,62.5407,89.7970
2705.0991,-3511.5566,62.5412,88.1941
2656.1421,-3463.6135,62.5410,180.3367
2620.5952,-3463.2881,62.5424,178.8977
2663.1865,-3547.3435,85.6880,90.6382
2614.7292,-3512.0361,85.6918,269.6499
2663.7351,-3513.0813,85.6869,180.0375
2613.8782,-3546.5020,85.6873,0.4919
2656.3616,-3550.4612,79.5937,178.8912
2656.4929,-3508.7312,79.5915,359.4160
2620.9490,-3550.2813,79.6293,179.4576
2620.9424,-3509.0730,79.6312,359.5579
