504,0.0
3124.4912,-3468.8308,3.7900,90.0160
3047.5420,-3469.0950,3.7900,269.9840
3037.7153,-3449.8589,3.7900,360.0000
3037.3215,-3372.2947,3.7900,179.4107
3042.0039,-3353.7661,3.7900,269.9840
3127.9988,-3352.6609,3.7900,90.0160
3133.5659,-3372.1760,3.7900,179.4107
3133.9016,-3449.6621,3.7900,360.0000
3088.6372,-3447.5151,17.9105,360.0000
3082.7656,-3447.4827,17.9106,0.0000
3082.4944,-3375.0464,17.9058,180.0000
3089.0464,-3375.1741,17.8993,181.0057
3126.4187,-3411.1665,17.9007,90.0000
3045.5349,-3411.4507,17.9028,270.0000
