504,0.0
2366.7460,-4028.0341,3.3385,271.7141
2412.7329,-4028.2543,3.2304,89.4653
2383.8913,-4047.1384,3.2901,179.2996
2397.1308,-4034.0915,3.2894,272.6455
2393.3107,-4052.4140,3.3926,136.0070
2397.8078,-4074.3161,3.2983,90.2712
2380.8950,-4060.9560,3.3958,19.7700
2392.5979,-4046.4824,3.3034,46.3786
2406.0275,-4052.1616,3.2983,359.9797
2381.9294,-4028.2089,3.3989,270.7467
2365.6279,-4071.6496,3.2987,271.3143
2413.9118,-4071.0686,3.3010,88.9927
2413.7756,-4062.0830,3.2985,92.3175
2414.4108,-4053.9653,3.3043,89.2475
2413.8908,-4047.5832,3.2983,91.4801
2413.7456,-4038.0466,3.2945,86.8871
2366.0583,-4037.1052,3.2869,268.5631
2365.2170,-4048.0739,3.2449,269.2517
2365.3286,-4059.3862,3.2987,269.4909
