504,0.0
3261.3869,784.2188,4.0093,270.5026
3286.7553,821.3245,4.1227,181.3412
3331.9880,687.0501,4.1272,90.5027
3273.8208,685.2081,5.5882,357.4166
3273.9868,732.4929,4.2263,91.1541
3248.8718,749.3796,4.1209,359.7442
3310.2441,732.4193,16.3160,90.8386
3350.2822,784.8618,4.1206,90.2544
3357.1855,783.1503,4.1072,181.3009
3352.1252,688.4055,4.1202,89.2923
3357.4973,686.3831,4.1396,359.7688
3316.4084,760.3997,17.9204,181.4524
3341.0207,732.9837,17.9209,272.0602
3289.0551,748.2446,4.1209,359.6751
3234.8645,732.2288,4.1468,267.7572
