504,11.0
604.5900,-2993.9086,37.3447,270.4457
602.9581,-2875.4028,37.3004,181.3544
651.0109,-2870.6723,37.3190,179.5030
694.8305,-2904.7863,37.3760,132.0319
653.0239,-2978.3415,37.5101,91.1009
602.5833,-2933.9914,23.7026,270.7450
699.9605,-2973.1704,37.5105,3.3422
698.7885,-2993.2680,37.5068,93.2322
651.1021,-2964.7138,37.2873,1.1863
638.1348,-2917.2270,23.5370,315.5166
668.2463,-2949.8442,23.5958,225.4848
633.2410,-2984.4685,23.6359,91.6167
591.2479,-2986.0866,23.5881,359.7019
590.3745,-2873.8747,23.6018,180.4394
608.3397,-2890.1284,23.6068,225.6136
608.3316,-2882.3596,23.6056,265.8963
696.2650,-2883.1323,23.6103,89.1668
694.6939,-2890.6108,23.5928,132.7646
702.3331,-2890.6376,23.6082,180.1493
711.9177,-2888.3813,23.5965,181.3125
711.1674,-2986.1630,23.5338,359.2020
701.6458,-2978.9753,23.6037,358.2922
651.6752,-2982.1872,23.6063,357.9971
651.3953,-2887.5449,23.6361,178.4134
