504,4.8
-4025.7761,-1123.9011,6.7625,91.0000
-4025.9358,-1137.9105,6.7625,91.0000
-4041.8755,-1167.1075,6.7619,47.0017
-4071.2183,-1183.0981,6.7599,0.0000
-4085.4802,-1182.7670,6.7586,0.0000
-4099.2329,-1183.1177,6.7599,0.0000
-4128.7578,-1166.8486,6.7466,305.0001
-4144.8696,-1137.5988,6.7472,270.0000
-4144.8130,-1124.0052,6.7472,270.000
-4144.7896,-1110.2604,6.7478,270.0000
-4129.0918,-1080.8278,6.7511,225.0000
-4099.1567,-1064.9980,6.7541,180.5134
-4085.4417,-1064.9270,6.7561,180.5139
-4071.3679,-1065.0802,6.7524,180.5141
-4041.7876,-1080.2819,6.7551,129.0057
-4025.6887,-1109.5699,6.7625,91.0000
