504,0.0
1939.1614,-3426.0729,2.3427,269.3161
1939.2294,-3542.8569,2.2809,270.7182
1949.2045,-3531.7043,2.2079,312.3797
2001.7017,-3486.5270,2.2901,225.9559
2029.3834,-3460.2685,2.3387,132.2050
2059.8041,-3427.1652,2.2657,138.6779
2059.6086,-3541.6921,2.1691,89.4497
2020.4908,-3484.7001,2.4168,182.6737
1952.1965,-3485.9147,2.2797,268.6061
2045.4721,-3485.8759,2.2795,90.0111
2000.4526,-3537.8549,2.2822,359.4270
1980.0101,-3504.1369,2.3204,310.4118
1971.6417,-3457.6425,2.3208,228.1773
2001.0091,-3429.5424,2.3025,177.5502
2020.1854,-3440.3320,2.3294,269.0909
1990.6951,-3467.5207,2.3208,270.3248
1980.6218,-3478.2822,2.3203,178.3661
