504,0.0
3537.6748,3379.0391,3.7806,270.0318
3537.9299,3392.4243,3.7806,270.5888
3769.5593,3392.6116,3.7806,89.9885
3769.2090,3379.1311,3.7806,90.4132
3769.2634,3623.9465,3.7806,89.9665
3768.9607,3610.2434,3.7806,89.5435
3537.5693,3610.0049,3.7806,271.2821
3537.8250,3623.6213,3.7806,270.9563
3628.1626,3402.6575,3.7555,327.9218
3678.6140,3402.6760,3.7556,31.3818
3628.4265,3600.6008,3.7556,213.0391
3679.0566,3601.1106,3.7556,147.4306
3653.6548,3599.0828,3.7574,178.8809
3653.4629,3404.5430,3.7574,359.8415
3613.8081,3477.4304,17.6555,89.2853
3613.8079,3525.6841,17.6556,89.2041
3693.3757,3525.7178,17.6556,268.6367
3693.0259,3477.5945,17.6555,270.5288
3762.4602,3501.6865,3.7555,89.3652
3544.8916,3501.7065,3.7555,270.3911
