504,0.0
2374.2876,-3491.6094,25.7838,312.4093
2406.5857,-3523.8582,25.6759,314.9844
2477.7896,-3523.1772,25.7810,44.6339
2509.8975,-3490.7717,25.7652,46.3747
2510.4175,-3419.9009,25.7806,129.6216
2478.1316,-3387.6448,25.6847,135.7509
2406.8765,-3387.7695,25.7865,223.8141
2374.5293,-3419.3164,25.7795,223.5081
2496.8340,-3514.6270,9.0822,359.7156
2496.9292,-3397.3669,9.0005,179.3851
2387.8303,-3396.9419,9.0673,179.1377
2387.9412,-3514.6570,9.0822,358.6272
2448.0220,-3461.5288,9.0623,226.8677
2448.0815,-3450.0938,9.0563,314.9537
2437.1357,-3450.7175,9.0643,45.9837
2436.8064,-3461.6169,9.0633,135.9156
