504,30.0
-5576.9644,1528.5375,37.1367,42.6736
-5596.4185,1508.7330,37.1366,44.4596
-5616.2588,1490.2889,37.1367,43.9373
-5745.0596,1490.3024,37.1366,313.9756
-5783.9673,1528.9631,37.1579,314.1741
-5782.0347,1658.7430,37.1367,223.8930
-5763.0195,1679.1447,37.1366,224.2071
-5743.8066,1697.7904,37.1366,223.9904
-5614.9702,1696.9666,37.1366,135.1444
-5576.4683,1659.2045,37.1605,136.6108
-5689.0728,1602.9274,37.1368,43.9249
-5671.5732,1585.7512,37.1366,223.9550
-5756.7354,1573.6403,37.1366,271.0485
-5602.4385,1573.7002,37.1366,89.9417
-5602.1313,1670.5297,37.1299,180.4322
-5757.9126,1516.4679,37.1366,2.2215
