504,20.0
3119.6843,-1496.2781,27.4510,270.2052
3119.3293,-1489.9556,27.4510,269.4997
3118.5046,-1503.0633,27.4274,271.0364
3119.1118,-1509.7292,27.4508,270.1465
3119.0468,-1516.3729,27.4950,270.4706
3118.6799,-1522.8775,27.4950,270.3102
3126.4902,-1527.2390,27.4951,1.7131
3162.6369,-1478.1429,27.4960,179.7639
3153.0324,-1478.7216,27.4951,179.3442
3144.3955,-1478.5797,27.4948,182.6356
3135.5187,-1479.5568,27.4955,178.4255
3126.5180,-1478.4327,27.4953,180.8670
3119.0935,-1483.4631,27.4951,269.9808
3170.2424,-1483.2828,27.4951,91.9160
3170.3093,-1489.7303,27.4951,90.5522
3169.5095,-1496.5312,27.4951,89.7225
3169.4853,-1502.9636,27.4951,89.9786
3169.5600,-1509.4614,27.4951,89.2922
3169.7517,-1516.5714,27.4953,89.8197
3169.8410,-1522.7871,27.4951,90.4437
3162.1103,-1527.8789,27.4948,359.7135
3153.4680,-1528.4956,27.4953,358.5622
3144.4384,-1527.8459,27.4951,356.6481
3135.6762,-1527.8425,27.4951,0.3643
