504,150.0
4079.4192,-2007.3606,158.5386,89.9274
4061.6030,-2028.0879,158.6353,359.9996
4023.5247,-2025.4880,158.7254,0.0065,
3981.6545,-2021.5890,158.9997,358.9969
3938.6348,-2017.1633,159.4153,0.0019
3895.2444,-2012.5671,159.5550,0.0002
3884.6482,-2004.6958,159.5459,270.0008
3887.1057,-1962.3027,159.5844,269.9982
3887.0083,-1920.9569,159.8430,270.0025
3887.7703,-1878.5848,159.9066,270.0020
3890.0332,-1835.6599,160.1521,268.9575
3900.2825,-1822.5015,160.2800,180.0018
3943.0757,-1821.4343,160.1651,179.8629
3988.0874,-1822.5894,159.8560,179.9998
4025.2007,-1823.6375,159.6450,179.9999
4065.5259,-1826.7792,159.7411,180.0003
4083.2166,-1839.2695,159.6457,89.9995
4082.6067,-1882.9897,159.3281,90.0057
4083.1868,-1925.7362,159.0723,90.0020
4081.4795,-1966.8467,158.9310,89.9942

