504,2.0
2148.1001,6293.5063,9.6822,89.5553
2034.7506,6169.5469,9.6688,269.8012
2144.6565,6170.5068,9.6688,358.8682
2038.8511,6292.4683,9.6755,179.6159
2148.1001,6293.5063,9.6822,89.5553
2034.7506,6169.5469,9.6688,269.8012
2144.6565,6170.5068,9.6688,358.8682
2038.8511,6292.4683,9.6755,179.6159
2150.1882,6293.3813,19.2296,179.6830
2149.9866,6169.5073,19.2296,0.1565
2034.0417,6169.2988,19.2288,0.2837
2033.8586,6293.3867,19.2296,179.9826
2037.4773,6214.3970,9.6687,315.0892
2143.3735,6248.0879,9.6688,134.5045
2037.2251,6244.9492,9.6687,224.5985
2143.9102,6223.6436,9.6687,43.5593
