504,63.0
4128.9682,1817.7231,81.3566,179.4743
4128.8432,1744.1822,81.2397,0.0904
4167.9741,1743.7816,81.3327,359.9490
4134.1718,1823.1829,70.2771,180.8433
4167.4492,1822.9582,70.3832,181.0343
4200.7402,1822.7886,70.3945,180.1837
4201.0302,1738.5056,70.3816,359.8236
4204.5151,1780.6069,75.2845,90.9042
4167.6840,1816.4373,81.1616,179.8786
4206.3725,1817.0363,81.2636,178.8981
4206.0996,1743.8701,81.3348,359.8104
4167.6025,1739.5550,70.3694,358.8645
4133.6552,1739.3023,70.4176,357.6224
4129.9111,1780.6186,75.2826,269.9028
